日期,代码,回报率
2021/3/15,000651.SZ,0.02564114
2021/3/22,000651.SZ,0.02699993
2021/3/29,000651.SZ,0.013307374
2021/4/5,000651.SZ,-0.012652035
2021/4/12,000651.SZ,-0.012489831
2021/4/19,000651.SZ,-0.017575663
2021/4/26,000651.SZ,0.001671952
2021/5/3,000651.SZ,-0.005842105
2021/5/10,000651.SZ,-0.030557333
2021/5/17,000651.SZ,-0.004156627
2021/5/24,000651.SZ,-0.008869646
2021/5/31,000651.SZ,-0.017722352
2021/6/7,000651.SZ,-0.024294433
2021/6/14,000651.SZ,-0.017209809
2021/6/21,000651.SZ,-0.027011818
2021/6/28,000651.SZ,-0.023741201
2021/7/5,000651.SZ,-0.033143812
2021/7/12,000651.SZ,0.013996018
2021/7/19,000651.SZ,-0.019403821
2021/7/26,000651.SZ,-0.031007779
2021/8/2,000651.SZ,0.005052603
2021/8/9,000651.SZ,-0.025555155
2021/8/16,000651.SZ,-0.009028324
2021/8/23,000651.SZ,-0.070932734
2021/8/30,000651.SZ,0.013665464
2021/9/6,000651.SZ,0.016013792
2021/9/13,000651.SZ,-0.072260113
2021/9/20,000651.SZ,-0.009147854
2021/9/27,000651.SZ,0.02215778
2021/10/4,000651.SZ,0.027354891
2021/10/11,000651.SZ,-0.019090714
2021/10/18,000651.SZ,0.04148515
2021/10/25,000651.SZ,-0.098844148
2021/11/1,000651.SZ,-0.007912777
2021/11/8,000651.SZ,-0.025577523
2021/11/15,000651.SZ,0.013547777
2021/11/22,000651.SZ,-0.02172086
2021/11/29,000651.SZ,-0.004269931
2021/12/6,000651.SZ,0.046312105
2021/12/13,000651.SZ,-0.030054541
2021/12/20,000651.SZ,0.002816819
2021/12/27,000651.SZ,0.040168558
2022/1/3,000651.SZ,0.083985986
2022/1/10,000651.SZ,-0.047085234
2022/1/17,000651.SZ,0.022222312
2022/1/24,000651.SZ,-0.032480831
2022/1/31,000651.SZ,0
2022/2/7,000651.SZ,0.054718495
2022/2/14,000651.SZ,-0.021553962
2022/2/21,000651.SZ,-0.047899699
2022/2/28,000651.SZ,-0.036050481
2022/3/7,000651.SZ,-0.056656489
2022/3/14,000651.SZ,-0.045562058
2022/3/21,000651.SZ,-0.022938611
2022/3/28,000651.SZ,0.047588936
2022/4/4,000651.SZ,-0.024530724
2022/4/11,000651.SZ,0.03661449
2022/4/18,000651.SZ,-0.012044508
2022/4/25,000651.SZ,-0.024382552
2022/5/2,000651.SZ,0.088112701
2022/5/9,000651.SZ,-0.012661961
2022/5/16,000651.SZ,-0.008947161
2022/5/23,000651.SZ,-0.051158595
2022/5/30,000651.SZ,-0.000317168
2022/6/6,000651.SZ,0.000951735
2022/6/13,000651.SZ,0.034865408
2022/6/20,000651.SZ,0.038284815
2022/6/27,000651.SZ,-0.013274293
2022/7/4,000651.SZ,-0.001494816
2022/7/11,000651.SZ,0.008981984
2022/7/18,000651.SZ,0.007121621
2022/7/25,000651.SZ,-0.020035332
2022/8/1,000651.SZ,-0.076067336
2022/8/8,000651.SZ,0.071864911
2022/8/15,000651.SZ,-0.013920413
2022/8/22,000651.SZ,-0.010177218
2022/8/29,000651.SZ,0.095190751
2022/9/5,000651.SZ,0.049969593
2022/9/12,000651.SZ,-0.002307394
2022/9/19,000651.SZ,-0.043654146
2022/9/26,000651.SZ,-0.019649403
2022/10/3,000651.SZ,0
2022/10/10,000651.SZ,-0.001233484
2022/10/17,000651.SZ,-0.055263954
2022/10/24,000651.SZ,-0.013398678
2022/10/31,000651.SZ,-0.000993771
2022/11/7,000651.SZ,0.031498761
2022/11/14,000651.SZ,0.020893609
2022/11/21,000651.SZ,0
2022/11/28,000651.SZ,0.014798462
2022/12/5,000651.SZ,0.051194548
2022/12/12,000651.SZ,-0.018299956
2022/12/19,000651.SZ,-0.014431788
2022/12/26,000651.SZ,-0.01403286
2018/1/8,000725.SZ,0.08781385
2018/1/15,000725.SZ,0.09555181
2018/1/22,000725.SZ,-0.055639053
2018/1/29,000725.SZ,-0.095541491
2018/2/5,000725.SZ,-0.086267635
2018/2/12,000725.SZ,0.065510757
2018/2/19,000725.SZ,0.009041389
2018/2/26,000725.SZ,0.003584323
2018/3/5,000725.SZ,0.048214345
2018/3/12,000725.SZ,-0.013628609
2018/3/19,000725.SZ,-0.056994864
2018/3/26,000725.SZ,-0.025641104
2018/4/2,000725.SZ,-0.035714159
2018/4/9,000725.SZ,0.023391688
2018/4/16,000725.SZ,-0.144761801
2018/4/23,000725.SZ,-0.037861884
2018/4/30,000725.SZ,0.020833253
2018/5/7,000725.SZ,0.002267633
2018/5/14,000725.SZ,-0.018099532
2018/5/21,000725.SZ,-0.050691386
2018/5/28,000725.SZ,-0.019417331
2018/6/4,000725.SZ,0
2018/6/11,000725.SZ,-0.03217819
2018/6/18,000725.SZ,-0.115089549
2018/6/25,000725.SZ,0.023121367
2018/7/2,000725.SZ,-0.048232221
2018/7/9,000725.SZ,0.072289176
2018/7/16,000725.SZ,-0.005618029
2018/7/23,000725.SZ,0.048022701
2018/7/30,000725.SZ,-0.070080924
2018/8/6,000725.SZ,0.04637685
2018/8/13,000725.SZ,-0.033241005
2018/8/20,000725.SZ,0.014326588
2018/8/27,000725.SZ,-0.036723087
2018/9/3,000725.SZ,-0.029325468
2018/9/10,000725.SZ,-0.027190377
2018/9/17,000725.SZ,0.006211154
2018/9/24,000725.SZ,-0.027777744
2018/10/1,000725.SZ,0
2018/10/8,000725.SZ,-0.146031636
2018/10/15,000725.SZ,0.011152368
2018/10/22,000725.SZ,0.025735184
2018/10/29,000725.SZ,0.035842334
2018/11/5,000725.SZ,-0.034602114
2018/11/12,000725.SZ,0.053763501
2018/11/19,000725.SZ,-0.078231231
2018/11/26,000725.SZ,0.025830147
2018/12/3,000725.SZ,-0.010791417
2018/12/10,000725.SZ,-0.007272697
2018/12/17,000725.SZ,-0.04761914
2018/12/24,000725.SZ,0.011538619
2018/12/31,000725.SZ,0
2019/1/7,000725.SZ,0.019011326
2019/1/14,000725.SZ,0.007462755
2019/1/21,000725.SZ,-0.022222128
2019/1/28,000725.SZ,-0.007576026
2019/2/4,000725.SZ,0
2019/2/11,000725.SZ,0.366412451
2019/2/18,000725.SZ,0.064245687
2019/2/25,000725.SZ,0.12335977
2019/3/4,000725.SZ,-0.060747652
2019/3/11,000725.SZ,-0.04975136
2019/3/18,000725.SZ,0.065445101
2019/3/25,000725.SZ,-0.04176906
2019/4/1,000725.SZ,0.020512734
2019/4/8,000725.SZ,-0.03768842
2019/4/15,000725.SZ,0.03133167
2019/4/22,000725.SZ,-0.032911455
2019/4/29,000725.SZ,-0.057591522
2019/5/6,000725.SZ,-0.02777788
2019/5/13,000725.SZ,-0.051428584
2019/5/20,000725.SZ,0.018072534
2019/5/27,000725.SZ,0.017751244
2019/6/3,000725.SZ,-0.026539769
2019/6/10,000725.SZ,0.021084378
2019/6/17,000725.SZ,0.032448395
2019/6/24,000725.SZ,-0.0171429
2019/7/1,000725.SZ,0.061046629
2019/7/8,000725.SZ,0.021917838
2019/7/15,000725.SZ,0.080428866
2019/7/22,000725.SZ,0.042183478
2019/7/29,000725.SZ,-0.064285539
2019/8/5,000725.SZ,-0.053435145
2019/8/12,000725.SZ,0.026881669
2019/8/19,000725.SZ,0.039267012
2019/8/26,000725.SZ,-0.07808563
2019/9/2,000725.SZ,0.068306099
2019/9/9,000725.SZ,0.030690477
2019/9/16,000725.SZ,-0.022332529
2019/9/23,000725.SZ,-0.045685261
2019/9/30,000725.SZ,-0.002659569
2019/10/7,000725.SZ,0.002666662
2019/10/14,000725.SZ,-0.031914833
2019/10/21,000725.SZ,0.016483484
2019/10/28,000725.SZ,-0.029729815
2019/11/4,000725.SZ,0.011142114
2019/11/11,000725.SZ,0.016529039
2019/11/18,000725.SZ,-0.010840158
2019/11/25,000725.SZ,0.068493089
2019/12/2,000725.SZ,0.043589729
2019/12/9,000725.SZ,0.009828056
2019/12/16,000725.SZ,0.138686121
2019/12/23,000725.SZ,-0.008546992
2019/12/30,000725.SZ,0.019396571
2020/1/6,000725.SZ,0.046511649
2020/1/13,000725.SZ,-0.024242589
2020/1/20,000725.SZ,-0.022774232
2020/1/27,000725.SZ,0.002118696
2020/2/3,000725.SZ,-0.014799292
2020/2/10,000725.SZ,0.004291951
2020/2/17,000725.SZ,0.143162288
2020/2/24,000725.SZ,-0.084111947
2020/3/2,000725.SZ,0.053061009
2020/3/9,000725.SZ,-0.129844978
2020/3/16,000725.SZ,-0.064588032
2020/3/23,000725.SZ,-0.059523705
2020/3/30,000725.SZ,-0.030379757
2020/4/6,000725.SZ,-0.007832815
2020/4/13,000725.SZ,0.023684165
2020/4/20,000725.SZ,-0.048843163
2020/4/27,000725.SZ,0.016216185
2020/5/4,000725.SZ,0.029255264
2020/5/11,000725.SZ,0.01808789
2020/5/18,000725.SZ,-0.043147127
2020/5/25,000725.SZ,-0.015915158
2020/6/1,000725.SZ,0.167115796
2020/6/8,000725.SZ,0.069284242
2020/6/15,000725.SZ,-0.012959051
2020/6/22,000725.SZ,-0.010940956
2020/6/29,000725.SZ,0.059734577
2020/7/6,000725.SZ,0.060542736
2020/7/13,000725.SZ,-0.084761117
2020/7/20,000725.SZ,-0.02375824
2020/7/27,000725.SZ,0.033185989
2020/8/3,000725.SZ,0.025695819
2020/8/10,000725.SZ,0.03131527
2020/8/17,000725.SZ,0.050607264
2020/8/24,000725.SZ,0.046242778
2020/8/31,000725.SZ,0.034990819
2020/9/7,000725.SZ,-0.067615801
2020/9/14,000725.SZ,0.003816945
2020/9/21,000725.SZ,-0.072243399
2020/9/28,000725.SZ,0.006147568
2020/10/5,000725.SZ,0.059063115
2020/10/12,000725.SZ,-0.053846059
2020/10/19,000725.SZ,-0.026422844
2020/10/26,000725.SZ,-0.012526042
2020/11/2,000725.SZ,0.107822219
2020/11/9,000725.SZ,0.022900868
2020/11/16,000725.SZ,0.00559704
2020/11/23,000725.SZ,-0.027829437
2020/11/30,000725.SZ,0.022900868
2020/12/7,000725.SZ,-0.052238713
2020/12/14,000725.SZ,0.019684988
2020/12/21,000725.SZ,0.098455629
2020/12/28,000725.SZ,0.054481479
2021/1/4,000725.SZ,0.071666607
2021/1/11,000725.SZ,0.057542838
2021/1/18,000725.SZ,0.048529473
2021/1/25,000725.SZ,-0.133239926
2021/2/1,000725.SZ,-0.046925636
2021/2/8,000725.SZ,0.05093393
2021/2/15,000725.SZ,0.012924072
2021/2/22,000725.SZ,-0.028708094
2021/3/1,000725.SZ,0.022988549
2021/3/8,000725.SZ,-0.025682182
2021/3/15,000725.SZ,-0.008237383
2021/3/22,000725.SZ,0.05315624
2021/3/29,000725.SZ,0.004731799
2021/4/5,000725.SZ,0.037676695
2021/4/12,000725.SZ,0.052949938
2021/4/19,000725.SZ,0.045977169
2021/4/26,000725.SZ,0.006868042
2021/5/3,000725.SZ,-0.098226404
2021/5/10,000725.SZ,-0.004538677
2021/5/17,000725.SZ,0.007598845
2021/5/24,000725.SZ,-0.049773739
2021/5/31,000725.SZ,-0.034920678
2021/6/7,000725.SZ,0.022919447
2021/6/14,000725.SZ,0.029411928
2021/6/21,000725.SZ,0.014285669
2021/6/28,000725.SZ,-0.056338012
2021/7/5,000725.SZ,0.046434509
2021/7/12,000725.SZ,0.026941368
2021/7/19,000725.SZ,-0.063271598
2021/7/26,000725.SZ,-0.054365758
2021/8/2,000725.SZ,0.005226434
2021/8/9,000725.SZ,0.001733176
2021/8/16,000725.SZ,-0.013840885
2021/8/23,000725.SZ,0
2021/8/30,000725.SZ,0.021052716
2021/9/6,000725.SZ,0.015463779
2021/9/13,000725.SZ,-0.050761323
2021/9/20,000725.SZ,-0.069518832
2021/9/27,000725.SZ,-0.032566961
2021/10/4,000725.SZ,0.051485202
2021/10/11,000725.SZ,-0.033898294
2021/10/18,000725.SZ,-0.031189307
2021/10/25,000725.SZ,-0.012072329
2021/11/1,000725.SZ,0.020366629
2021/11/8,000725.SZ,0.00199599
2021/11/15,000725.SZ,-0.017928334
2021/11/22,000725.SZ,-0.00405676
2021/11/29,000725.SZ,-0.008146568
2021/12/6,000725.SZ,0.059548254
2021/12/13,000725.SZ,-0.02131784
2021/12/20,000725.SZ,-0.019802008
2021/12/27,000725.SZ,0.02020205
2022/1/3,000725.SZ,0.019802008
2022/1/10,000725.SZ,-0.034951645
2022/1/17,000725.SZ,0.004024214
2022/1/24,000725.SZ,-0.028056072
2022/1/31,000725.SZ,0
2022/2/7,000725.SZ,0.030927987
2022/2/14,000725.SZ,-0.018000148
2022/2/21,000725.SZ,-0.024439913
2022/2/28,000725.SZ,-0.029227515
2022/3/7,000725.SZ,-0.045161333
2022/3/14,000725.SZ,-0.031531427
2022/3/21,000725.SZ,-0.016279104
2022/3/28,000725.SZ,0.018912483
2022/4/4,000725.SZ,-0.025522115
2022/4/11,000725.SZ,-0.021428445
2022/4/18,000725.SZ,-0.034063271
2022/4/25,000725.SZ,-0.042821167
2022/5/2,000725.SZ,-0.034210561
2022/5/9,000725.SZ,0.040871924
2022/5/16,000725.SZ,0.031413605
2022/5/23,000725.SZ,-0.002537983
2022/5/30,000725.SZ,-0.043257071
2022/6/6,000725.SZ,0.042403052
2022/6/13,000725.SZ,0.045822131
2022/6/20,000725.SZ,0.002577269
2022/6/27,000725.SZ,0.010282827
2022/7/4,000725.SZ,-0.002544542
2022/7/11,000725.SZ,-0.045918344
2022/7/18,000725.SZ,0.040106887
2022/7/25,000725.SZ,0
2022/8/1,000725.SZ,-0.012853471
2022/8/8,000725.SZ,0.028645848
2022/8/15,000725.SZ,0
2022/8/22,000725.SZ,-0.040506282
2022/8/29,000725.SZ,-0.044854972
2022/9/5,000725.SZ,0
2022/9/12,000725.SZ,-0.046961291
2022/9/19,000725.SZ,-0.017391249
2022/9/26,000725.SZ,-0.035398259
2022/10/3,000725.SZ,0
2022/10/10,000725.SZ,0.085626885
2022/10/17,000725.SZ,0.014084508
2022/10/24,000725.SZ,-0.024999988
2022/10/31,000725.SZ,0.008546981
2022/11/7,000725.SZ,0.002824873
2022/11/14,000725.SZ,0.01971827
2022/11/21,000725.SZ,-0.011049711
2022/11/28,000725.SZ,-0.008379862
2022/12/5,000725.SZ,0.016901423
2022/12/12,000725.SZ,-0.005540194
2022/12/19,000725.SZ,-0.055710243
2022/12/26,000725.SZ,-0.002949795
2018/1/8,000858.SZ,0.105103797
2018/1/15,000858.SZ,-0.067855907
2018/1/22,000858.SZ,0.019607765
2018/1/29,000858.SZ,-0.05251039
2018/2/5,000858.SZ,-0.134662066
2018/2/12,000858.SZ,0.075842682
2018/2/19,000858.SZ,0.039686664
2018/2/26,000858.SZ,-0.078101396
2018/3/5,000858.SZ,0.050122505
2018/3/12,000858.SZ,-0.002982944
2018/3/19,000858.SZ,-0.071549521
2018/3/26,000858.SZ,-0.070197407
2018/4/2,000858.SZ,0.053345261
2018/4/9,000858.SZ,-0.027467763
2018/4/16,000858.SZ,0.024271795
2018/4/23,000858.SZ,-0.023696635
2018/4/30,000858.SZ,0.072374314
2018/5/7,000858.SZ,0.057064345
2018/5/14,000858.SZ,0.006877637
2018/5/21,000858.SZ,-0.042402285
2018/5/28,000858.SZ,0.05814277
2018/6/4,000858.SZ,0.02251333
2018/6/11,000858.SZ,0.035576434
2018/6/18,000858.SZ,-0.036876772
2018/6/25,000858.SZ,-0.052132603
2018/7/2,000858.SZ,-0.070789722
2018/7/9,000858.SZ,0.092700645
2018/7/16,000858.SZ,-0.030627286
2018/7/23,000858.SZ,0.010350133
2018/7/30,000858.SZ,-0.114840369
2018/8/6,000858.SZ,0.005786521
2018/8/13,000858.SZ,-0.082361871
2018/8/20,000858.SZ,0.038772601
2018/8/27,000858.SZ,-0.016836144
2018/9/3,000858.SZ,-0.018255276
2018/9/10,000858.SZ,0.012506128
2018/9/17,000858.SZ,0.079473465
2018/9/24,000858.SZ,0.023035167
2018/10/1,000858.SZ,0
2018/10/8,000858.SZ,-0.113907228
2018/10/15,000858.SZ,-0.011958113
2018/10/22,000858.SZ,-0.087241548
2018/10/29,000858.SZ,-0.011233977
2018/11/5,000858.SZ,-0.068541663
2018/11/12,000858.SZ,0.013597339
2018/11/19,000858.SZ,-0.013217552
2018/11/26,000858.SZ,0.047381058
2018/12/3,000858.SZ,0.015461004
2018/12/10,000858.SZ,-0.003947411
2018/12/17,000858.SZ,-0.045102813
2018/12/24,000858.SZ,0.005533685
2018/12/31,000858.SZ,-0.026336635
2019/1/7,000858.SZ,0.023213549
2019/1/14,000858.SZ,0.062931701
2019/1/21,000858.SZ,0.025426836
2019/1/28,000858.SZ,0.107330149
2019/2/4,000858.SZ,0
2019/2/11,000858.SZ,0.08532212
2019/2/18,000858.SZ,0.031626589
2019/2/25,000858.SZ,0.108029163
2019/3/4,000858.SZ,-0.058761536
2019/3/11,000858.SZ,0.102743575
2019/3/18,000858.SZ,0.092282289
2019/3/25,000858.SZ,0.104009294
2019/4/1,000858.SZ,0.05505262
2019/4/8,000858.SZ,-0.006086009
2019/4/15,000858.SZ,0.020477729
2019/4/22,000858.SZ,0.0060004
2019/4/29,000858.SZ,0.000880063
2019/5/6,000858.SZ,-0.030871441
2019/5/13,000858.SZ,0.073185424
2019/5/20,000858.SZ,-0.051098981
2019/5/27,000858.SZ,0.00227686
2019/6/3,000858.SZ,-0.039111169
2019/6/10,000858.SZ,0.097675989
2019/6/17,000858.SZ,0.076410059
2019/6/24,000858.SZ,0.043989909
2019/7/1,000858.SZ,0.100551204
2019/7/8,000858.SZ,-0.032586056
2019/7/15,000858.SZ,-0.02739292
2019/7/22,000858.SZ,-0.007286665
2019/7/29,000858.SZ,-0.025814363
2019/8/5,000858.SZ,-0.000846742
2019/8/12,000858.SZ,0.070157626
2019/8/19,000858.SZ,0.030087142
2019/8/26,000858.SZ,0.087624845
2019/9/2,000858.SZ,-0.010530004
2019/9/9,000858.SZ,-0.060424255
2019/9/16,000858.SZ,0.040212794
2019/9/23,000858.SZ,-0.022215615
2019/9/30,000858.SZ,-0.029895414
2019/10/7,000858.SZ,0.01117101
2019/10/14,000858.SZ,-0.030095224
2019/10/21,000858.SZ,0.00706994
2019/10/28,000858.SZ,0.042901614
2019/11/4,000858.SZ,0.006656896
2019/11/11,000858.SZ,-0.009361937
2019/11/18,000858.SZ,-0.032700829
2019/11/25,000858.SZ,-0.01101025
2019/12/2,000858.SZ,0.026891358
2019/12/9,000858.SZ,-0.011146667
2019/12/16,000858.SZ,-0.003242716
2019/12/23,000858.SZ,-0.000774661
2019/12/30,000858.SZ,0.012015484
2020/1/6,000858.SZ,0.023515816
2020/1/13,000858.SZ,0.036895792
2020/1/20,000858.SZ,-0.08942616
2020/1/27,000858.SZ,0
2020/2/3,000858.SZ,-0.044229621
2020/2/10,000858.SZ,0.02363578
2020/2/17,000858.SZ,0.053228643
2020/2/24,000858.SZ,-0.072307765
2020/3/2,000858.SZ,0.078524091
2020/3/9,000858.SZ,-0.057430725
2020/3/16,000858.SZ,-0.113702974
2020/3/23,000858.SZ,0.065801517
2020/3/30,000858.SZ,0.014765562
2020/4/6,000858.SZ,0.07641257
2020/4/13,000858.SZ,0.018260751
2020/4/20,000858.SZ,0.022513866
2020/4/27,000858.SZ,0.03097711
2020/5/4,000858.SZ,0.053170315
2020/5/11,000858.SZ,0.014544469
2020/5/18,000858.SZ,-0.00503124
2020/5/25,000858.SZ,0.026599961
2020/6/1,000858.SZ,0.080431955
2020/6/8,000858.SZ,0.001686263
2020/6/15,000858.SZ,0.032795038
2020/6/22,000858.SZ,0.017868926
2020/6/29,000858.SZ,0.13439455
2020/7/6,000858.SZ,0.096804916
2020/7/13,000858.SZ,-0.006666671
2020/7/20,000858.SZ,-0.020523293
2020/7/27,000858.SZ,0.080089437
2020/8/3,000858.SZ,-0.047211959
2020/8/10,000858.SZ,0.027212233
2020/8/17,000858.SZ,0.025833647
2020/8/24,000858.SZ,0.101144882
2020/8/31,000858.SZ,-0.042704549
2020/9/7,000858.SZ,-0.010728843
2020/9/14,000858.SZ,0.007771717
2020/9/21,000858.SZ,-0.05472296
2020/9/28,000858.SZ,0.017560787
2020/10/5,000858.SZ,0.030891913
2020/10/12,000858.SZ,0.040906916
2020/10/19,000858.SZ,0.002532722
2020/10/26,000858.SZ,0.027452588
2020/11/2,000858.SZ,0.062617859
2020/11/9,000858.SZ,0.021982326
2020/11/16,000858.SZ,0.013094265
2020/11/23,000858.SZ,-0.022982042
2020/11/30,000858.SZ,0.018642793
2020/12/7,000858.SZ,0.001234943
2020/12/14,000858.SZ,0.034913348
2020/12/21,000858.SZ,-0.003395132
2020/12/28,000858.SZ,0.057733982
2021/1/4,000858.SZ,0.086174442
2021/1/11,000858.SZ,-0.092428989
2021/1/18,000858.SZ,0.027320069
2021/1/25,000858.SZ,-0.014954551
2021/2/1,000858.SZ,0.098303123
2021/2/8,000858.SZ,0.071584865
2021/2/15,000858.SZ,0.005107365
2021/2/22,000858.SZ,-0.18699185
2021/3/1,000858.SZ,-0.048214251
2021/3/8,000858.SZ,-0.00769233
2021/3/15,000858.SZ,-0.013840061
2021/3/22,000858.SZ,0.019786132
2021/3/29,000858.SZ,0.069975361
2021/4/5,000858.SZ,-0.06768345
2021/4/12,000858.SZ,-0.013192527
2021/4/19,000858.SZ,0.069518734
2021/4/26,000858.SZ,0.017857196
2021/5/3,000858.SZ,-0.04526329
2021/5/10,000858.SZ,0.054759203
2021/5/17,000858.SZ,0.033449582
2021/5/24,000858.SZ,0.068442442
2021/5/31,000858.SZ,-0.005049136
2021/6/7,000858.SZ,-0.043545693
2021/6/14,000858.SZ,-0.035049857
2021/6/21,000858.SZ,0.030652852
2021/6/28,000858.SZ,-0.046312291
2021/7/5,000858.SZ,-0.065552585
2021/7/12,000858.SZ,0.048335251
2021/7/19,000858.SZ,-0.022737059
2021/7/26,000858.SZ,-0.186055131
2021/8/2,000858.SZ,0.023782629
2021/8/9,000858.SZ,0.065486728
2021/8/16,000858.SZ,-0.142940277
2021/8/23,000858.SZ,-0.003391806
2021/8/30,000858.SZ,0.001021125
2021/9/6,000858.SZ,0.037932817
2021/9/13,000858.SZ,-0.054983635
2021/9/20,000858.SZ,-0.007080918
2021/9/27,000858.SZ,0.094105255
2021/10/4,000858.SZ,0.040247999
2021/10/11,000858.SZ,0.026728579
2021/10/18,000858.SZ,-0.039646615
2021/10/25,000858.SZ,-0.037861627
2021/11/1,000858.SZ,-0.02863614
2021/11/8,000858.SZ,-0.030716492
2021/11/15,000858.SZ,0.042923734
2021/11/22,000858.SZ,0.048259561
2021/11/29,000858.SZ,0.029570158
2021/12/6,000858.SZ,0.076487207
2021/12/13,000858.SZ,-0.047935175
2021/12/20,000858.SZ,0.028831453
2021/12/27,000858.SZ,-0.079689207
2022/1/3,000858.SZ,-0.022455708
2022/1/10,000858.SZ,-0.048056653
2022/1/17,000858.SZ,0.048552144
2022/1/24,000858.SZ,-0.086900485
2022/1/31,000858.SZ,0
2022/2/7,000858.SZ,-0.020717836
2022/2/14,000858.SZ,0.02434756
2022/2/21,000858.SZ,-0.042814081
2022/2/28,000858.SZ,-0.074076002
2022/3/7,000858.SZ,-0.026081515
2022/3/14,000858.SZ,-0.022530164
2022/3/21,000858.SZ,-0.063787909
2022/3/28,000858.SZ,0.017240193
2022/4/4,000858.SZ,0.004315225
2022/4/11,000858.SZ,0.057973749
2022/4/18,000858.SZ,-0.027015893
2022/4/25,000858.SZ,-0.019236498
2022/5/2,000858.SZ,-0.031271277
2022/5/9,000858.SZ,-0.00076398
2022/5/16,000858.SZ,0.035236283
2022/5/23,000858.SZ,-0.027820573
2022/5/30,000858.SZ,0.074707203
2022/6/6,000858.SZ,0.045184123
2022/6/13,000858.SZ,0.021192534
2022/6/20,000858.SZ,0.02108414
2022/6/27,000858.SZ,0.097297277
2022/7/4,000858.SZ,-0.036144703
2022/7/11,000858.SZ,-0.014530358
2022/7/18,000858.SZ,-0.02101096
2022/7/25,000858.SZ,-0.040395992
2022/8/1,000858.SZ,0.004372196
2022/8/8,000858.SZ,-0.002678863
2022/8/15,000858.SZ,-0.028203657
2022/8/22,000858.SZ,-0.020499837
2022/8/29,000858.SZ,-0.048559659
2022/9/5,000858.SZ,-0.002348054
2022/9/12,000858.SZ,-0.00235348
2022/9/19,000858.SZ,-0.012105681
2022/9/26,000858.SZ,0.063469913
2022/10/3,000858.SZ,0
2022/10/10,000858.SZ,-0.059741136
2022/10/17,000858.SZ,-0.043803387
2022/10/24,000858.SZ,-0.096286589
2022/10/31,000858.SZ,0.090909166
2022/11/7,000858.SZ,0.000133319
2022/11/14,000858.SZ,0.023930079
2022/11/21,000858.SZ,-0.040557197
2022/11/28,000858.SZ,0.106391546
2022/12/5,000858.SZ,0.123942168
2022/12/12,000858.SZ,-0.004092294
2022/12/19,000858.SZ,-0.012217853
2022/12/26,000858.SZ,0.002218686
2018/1/8,002415.SZ,0.076420299
2018/1/15,002415.SZ,-0.058850801
2018/1/22,002415.SZ,0.019354867
2018/1/29,002415.SZ,-0.021665032
2018/2/5,002415.SZ,-0.070415662
2018/2/12,002415.SZ,0.055942207
2018/2/19,002415.SZ,0.038783179
2018/2/26,002415.SZ,0.044411909
2018/3/5,002415.SZ,0.021729187
2018/3/12,002415.SZ,-0.047335981
2018/3/19,002415.SZ,0.02712442
2018/3/26,002415.SZ,-0.034821427
2018/4/2,002415.SZ,-0.004842584
2018/4/9,002415.SZ,0.010705657
2018/4/16,002415.SZ,-0.077274718
2018/4/23,002415.SZ,0.004434977
2018/4/30,002415.SZ,0.018961078
2018/5/7,002415.SZ,0.019118124
2018/5/14,002415.SZ,0.030515123
2018/5/21,002415.SZ,-0.063106819
2018/5/28,002415.SZ,0.014932357
2018/6/4,002415.SZ,0.00878322
2018/6/11,002415.SZ,-0.026376388
2018/6/18,002415.SZ,-0.020252671
2018/6/25,002415.SZ,-0.003221234
2018/7/2,002415.SZ,-0.124697184
2018/7/9,002415.SZ,0.132000273
2018/7/16,002415.SZ,0.003805392
2018/7/23,002415.SZ,-0.053885959
2018/7/30,002415.SZ,-0.1405266
2018/8/6,002415.SZ,0.065601121
2018/8/13,002415.SZ,-0.042500083
2018/8/20,002415.SZ,0.031331736
2018/8/27,002415.SZ,-0.004746859
2018/9/3,002415.SZ,-0.039745661
2018/9/10,002415.SZ,-0.080794706
2018/9/17,002415.SZ,0.042146994
2018/9/24,002415.SZ,-0.006567574
2018/10/1,002415.SZ,0
2018/10/8,002415.SZ,-0.142658309
2018/10/15,002415.SZ,-0.025974112
2018/10/22,002415.SZ,0.014999966
2018/10/29,002415.SZ,0.149836074
2018/11/5,002415.SZ,-0.059264687
2018/11/12,002415.SZ,0.092979145
2018/11/19,002415.SZ,-0.084722149
2018/11/26,002415.SZ,0.03072826
2018/12/3,002415.SZ,0.005152837
2018/12/10,002415.SZ,0.024166913
2018/12/17,002415.SZ,-0.068645049
2018/12/24,002415.SZ,-0.011132398
2018/12/31,002415.SZ,0.00582301
2019/1/7,002415.SZ,0.098031699
2019/1/14,002415.SZ,0.035500781
2019/1/21,002415.SZ,-0.00543113
2019/1/28,002415.SZ,0.076109279
2019/2/4,002415.SZ,0
2019/2/11,002415.SZ,0.012686278
2019/2/18,002415.SZ,0.099279643
2019/2/25,002415.SZ,-0.01168075
2019/3/4,002415.SZ,-0.00835979
2019/3/11,002415.SZ,0.042151073
2019/3/18,002415.SZ,-0.034867475
2019/3/25,002415.SZ,0.013583836
2019/4/1,002415.SZ,0.019960012
2019/4/8,002415.SZ,-0.035504481
2019/4/15,002415.SZ,0.011594154
2019/4/22,002415.SZ,-0.088825298
2019/4/29,002415.SZ,0.027673077
2019/5/6,002415.SZ,-0.088127285
2019/5/13,002415.SZ,-0.05973167
2019/5/20,002415.SZ,-0.119557409
